Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
23,"S Paul, D Lee, K Kim, J Chang",Nonlinear modeling and performance testing of high-power electromagnetic energy harvesting system for self-powering transmission line vibration deicing robot,2021,Mechanical Systems and Signal …,Elsevier,https://www.sciencedirect.com/science/article/pii/S088832702030755X,"https://scholar.google.com/scholar?cites=13795744796955735853&as_sdt=2005&sciodt=0,5&hl=en",62,2025-03-27 20:22:38,,,,,,,,,23,5.75,6,4,4,This paper proposed the nonlinear modeling and a full-scale testing method for an electromagnetic energy harvester (EMEH) used to power-up a vibration de-icing robot used in power …,https://www.researchgate.net/profile/Sarbajit-Paul/publication/344758712_Nonlinear_Modeling_and_Performance_Testing_of_High_Power_Electromagnetic_Energy_Harvesting_System_for_Self-powering_Transmission_Line_Vibration_Deicing_Robot/links/5f962099299bf1b53e45d780/Nonlinear-Modeling-and-Performance-Testing-of-High-Power-Electromagnetic-Energy-Harvesting-System-for-Self-powering-Transmission-Line-Vibration-Deicing-Robot.pdf,"https://scholar.google.com/scholar?q=related:LXd9wsxUdL8J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,A Camisa,Distributed Large-scale Mixed-Integer Optimization with Application to Energy and Multi-robot Networks,2021,,amsdottorato.unibo.it,http://amsdottorato.unibo.it/id/eprint/9748,"https://scholar.google.com/scholar?cites=13062248592958947599&as_sdt=2005&sciodt=0,5&hl=en",63,2025-03-27 20:22:38,,,,,,,,,1,0.25,1,1,4,"… We develop an ad-hoc distributed strategy for a stochastic set-up with renewable energy sources, and … We then introduce a software toolbox named ChoiRbot, based on the novel Robot …",http://amsdottorato.unibo.it/9748/1/main_phd_thesis.pdf,"https://scholar.google.com/scholar?q=related:DwEqd-NtRrUJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"SI Beaber, MS Khadr, AY AbdelHamid, ...",Optimization of energy consumption for hexapod robot following inclined path using nontraditional gait,2021,Unmanned Systems …,spiedigitallibrary.org,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/11758/1175802/Optimization-of-energy-consumption-for-hexapod-robot-following-inclined-path/10.1117/12.2584520.short,,64,2025-03-27 20:22:38,,10.1117/12.2584520.short,,,,,,,0,0,0,4,4,"… MATLAB Sim-Mechanics TM is one of these software tools. The benefits of these flexible toolboxes is importing CAD model from a CAD software into the Simulink very simple, to obtain …",,"https://scholar.google.com/scholar?q=related:gu6kHe8Cv2gJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,A Benito Moreno,Autonomous Plasma Robot: The Future of Maintenance in Solar Energy Plants,2021,,upcommons.upc.edu,https://upcommons.upc.edu/handle/2117/359630,,65,2025-03-27 20:22:38,,,,,,,,,0,0,0,1,4,"… The surface robot design is the optimum outcome, and as a result, its viability in terms of cost and energy consumption is studied. Finally, a conceptual 3D model is built on CAD software…",https://upcommons.upc.edu/bitstream/handle/2117/359630/thesis-s341609.pdf?sequence=1,"https://scholar.google.com/scholar?q=related:KETP0gwEkgkJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
2,"D Chen, D Xiao, Y Li, TL Shao, ...",Automatic approval method for financial reimbursement of electric power enterprises based on RPA robot,2021,… Conference on Computer …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9463340/,"https://scholar.google.com/scholar?cites=15252175624317966236&as_sdt=2005&sciodt=0,5&hl=en",66,2025-03-27 20:22:38,,,,,,,,,2,0.5,0,5,4,"… In order to test the performance of the RPA robot based automatic financial reimbursement … Combined with the traditional method of software and hardware performance testing, the test …",,"https://scholar.google.com/scholar?q=related:nBdYu-ucqtMJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,J Brzyk,THE CONCEPT OF A MOBILE ROBOT DESIGNED TO CLEAN URBAN GREEN AREAS. PROJECT INTRODUCTION: WALL-E 2.0,2021,International Multidisciplinary Scientific …,search.proquest.com,https://search.proquest.com/openview/1bb1e845d1e58c8774fadc460b915a05/1?pq-origsite=gscholar&cbl=1536338,,67,2025-03-27 20:22:38,,,,,,,,,0,0,0,1,4,"… the mobile robot, which will be able to clean up urban green … software Autodesk Inventor 2021 was used for the implementation of the design phase. To proceed with manufacture robot …",,"https://scholar.google.com/scholar?q=related:tHwO2pj7BSwJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
15,"S Bakshi, T Feng, Z Yan, Z Ma, D Chen",Energy-conscientious trajectory planning for an autonomous mobile robot in an asymmetric task space,2021,Journal of Intelligent &Robotic …,Springer,https://link.springer.com/article/10.1007/s10846-020-01288-9,"https://scholar.google.com/scholar?cites=1108022685962307205&as_sdt=2005&sciodt=0,5&hl=en",68,2025-03-27 20:22:38,,10.1007/s10846-020-01288-9,,,,,,,15,3.75,3,5,4,"… Zheren Ma is Quantitative Development Researcher at Citadel LLC, where he builds software to … He also developed drilling analytics and optimization software that applies natural …",https://link.springer.com/content/pdf/10.1007/s10846-020-01288-9.pdf,"https://scholar.google.com/scholar?q=related:hYbbJ8N8YA8J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"H Fouad, G Beltrame",Multi-robot energy autonomy with wind and constrained resources,2021,arXiv preprint arXiv:2101.08697,arxiv.org,https://arxiv.org/abs/2101.08697,,69,2025-03-27 20:22:38,,,,,,,,,0,0,0,2,4,"… In this paper we propose a CBF based framework for ensuring energy sufficiency of a multi-robot system while sharing one charging station in a mutually exclusive manner, given that …",https://arxiv.org/pdf/2101.08697,"https://scholar.google.com/scholar?q=related:2l8HFXQvQRwJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
6,"R Salazar, R Quintana, A Abdelkefi","Role of electromechanical coupling, locomotion type and damping on the effectiveness of fish-like robot energy harvesters",2021,Energies,mdpi.com,https://www.mdpi.com/1996-1073/14/3/693,"https://scholar.google.com/scholar?cites=2883453829887200687&as_sdt=2005&sciodt=0,5&hl=en",70,2025-03-27 20:22:38,HTML,,,,,,,,6,1.5,2,3,4,"… [14,15] stated that the desired energy harvester should be … electromechanical piezoelectric energy harvester integrated … motions of the fish-like robot energy harvesting system. The rest …",https://www.mdpi.com/1996-1073/14/3/693,"https://scholar.google.com/scholar?q=related:r42qKPsVBCgJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,S Xiong,Design of Mobile Intelligent Detection Robot for Power Tunnel,2021,2021 5th Asian Conference on Artificial Intelligence …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9731166/,,71,2025-03-27 20:22:38,,,,,,,,,0,0,0,1,4,"… of power tunnel is related to the stable operation of power … of power tunnel, a mobile intelligent inspection robot scheme … Use win box software to test the robot's communication system. …",,"https://scholar.google.com/scholar?q=related:4qDe3w5dSioJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"X Liu, W Wang, J Wang, K Wei, X Yin",DESIGN AND PATH PLANNING SIMULATION OF PROBE ARM OF POWER GIS PIPELINE PROBE ROBOT,2021,International Journal of …,ijomam.com,https://ijomam.com/wp-content/uploads/2021/11/pag.-43-49_DESIGN-AND-PATH-PLANNING-SIMULATION-OF-PROBE-ARM-OF-POWER-GIS-PIPELINE-PROBE-ROBOT.pdf,,72,2025-03-27 20:22:38,PDF,,,,,,,,0,0,0,5,4,"… ) has been applied significantly in the power industry, and has … arm of GIS pipeline detection robot, and carried out the … the traditional inspection mode of power GIS, improve the …",https://ijomam.com/wp-content/uploads/2021/11/pag.-43-49_DESIGN-AND-PATH-PLANNING-SIMULATION-OF-PROBE-ARM-OF-POWER-GIS-PIPELINE-PROBE-ROBOT.pdf,"https://scholar.google.com/scholar?q=related:syyMb_xw6q4J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
2,"Ł Wiśniewski, J Grygorczuk, P Zajko, M Przerwa, ...",Energy Dissipation during Surface Interaction of an Underactuated Robot for Planetary Exploration,2021,Energies,mdpi.com,https://www.mdpi.com/1996-1073/14/14/4282,"https://scholar.google.com/scholar?cites=7570837575418242004&as_sdt=2005&sciodt=0,5&hl=en",73,2025-03-27 20:22:38,HTML,,,,,,,,2,0.5,0,5,4,… in a numerical model simulated in MSC Adams software. The validation of the numerical model using MSC Adams software is done by comparing the simplified analytical model …,https://www.mdpi.com/1996-1073/14/14/4282,"https://scholar.google.com/scholar?q=related:1OP7rqkEEWkJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"X Zheng, G Wu",Hierarchical Reinforcement Learning Considering Stochastic Wind Disturbance for Power Line Maintenance Robot,2021,,researchsquare.com,https://www.researchsquare.com/article/rs-783306/latest,,74,2025-03-27 20:22:38,,,,,,,,,0,0,0,2,4,"… software, including speed limit, mode lock, and linkage limit. The sequencer plans the movement of the robot … by using the physical properties of robot motion primitives. The adaptability …",https://www.researchsquare.com/article/rs-783306/latest.pdf,"https://scholar.google.com/scholar?q=related:o-2Bob8L_hMJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"S Jiang, K Xu, X Ding",Design and Optimization of a Hybrid Air-land Robot for Nuclear Power Plant Inspection,2021,Proceedings of the 5th IEEE/IFToMM …,books.google.com,https://books.google.com/books?hl=en&lr=&id=_eRnEAAAQBAJ&oi=fnd&pg=PA271&dq=robot+power%7Cgreen%7Cenergy%7Cbattery+software&ots=zwV9NivDEy&sig=olBsHpc_126Dp2WeaVMMvy_Jvcw,,75,2025-03-27 20:22:38,HTML,,,,,,,,0,0,0,3,4,"… robot is designed for equipment inspection in nuclear power plants. Through the reconfigurable mechanism design, the legs of the robot … simulation software. However, at present, the …",https://books.google.com/books?hl=en&lr=&id=_eRnEAAAQBAJ&oi=fnd&pg=PA271&dq=robot+power%7Cgreen%7Cenergy%7Cbattery+software&ots=zwV9NivDEy&sig=olBsHpc_126Dp2WeaVMMvy_Jvcw,"https://scholar.google.com/scholar?q=related:hjvfDIi7gnEJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,"J Valencic, L Saxena, R Joshi, ...",Energy-efficient algorithm for robot-assisted sensor deployment,2021,2021 IEEE Canadian …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9569195/,"https://scholar.google.com/scholar?cites=5166015023605769712&as_sdt=2005&sciodt=0,5&hl=en",76,2025-03-27 20:22:38,,,,,,,,,1,0.25,0,4,4,… for robot-assisted sensor deployment called Closest First (CF) which minimizes the distance traveled by the mobile robot … algorithm with three other robot-assisted sensor deployment …,,"https://scholar.google.com/scholar?q=related:8GVaEktfsUcJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
4,"MRJ Harandi, A Molaei, ...",Regulation control of a suspended cable-driven robot via energy shaping,2021,2021 60th IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9683022/,"https://scholar.google.com/scholar?cites=8621673546037576272&as_sdt=2005&sciodt=0,5&hl=en",77,2025-03-27 20:22:38,,,,,,,,,4,1,1,3,4,"… robot are natural ones. In other words, we can stabilize the robot at these points by merely potential energy … the governing PDE of the desired potential energy (6) should be solved to …",,"https://scholar.google.com/scholar?q=related:UMLzGGlWpncJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"F Liang, R Hernandez, W Sheng, ...",Energy Consumption in a Collaborative Activity Monitoring System using a Companion Robot and a Wearable Device,2021,2021 IEEE 11th Annual …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9588164/,,78,2025-03-27 20:22:38,,,,,,,,,0,0,0,4,4,… energy consumption problem in a collaborative activity monitoring system (CAMS) that consists of a companion robot … and software methods. 2) We need to improve the Bluetooth part to …,https://par.nsf.gov/servlets/purl/10297205,"https://scholar.google.com/scholar?q=related:2SRPpvkFtOYJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,"Ł Wisniewski, J Grygorczuk, P Zajko, M Przerwa, ...","Energy Dissipation during Surface Interaction of an Underactuated Robot for Planetary Exploration. Energies 2021, 14, 4282",2021,,researchgate.net,https://www.researchgate.net/profile/Gordon-Wasilewski/publication/353267942_Energy_Dissipation_during_Surface_Interaction_of_an_Underactuated_Robot_for_Planetary_Exploration/links/60f03afa16f9f31300849d22/Energy-Dissipation-during-Surface-Interaction-of-an-Underactuated-Robot-for-Planetary-Exploration.pdf,"https://scholar.google.com/scholar?cites=9299961662985556022&as_sdt=2005&sciodt=0,5&hl=en",79,2025-03-27 20:22:38,PDF,,,,,,,,1,0.25,0,5,4,… in a numerical model simulated in MSC Adams software. The validation of the numerical model using MSC Adams software is done by comparing the simplified analytical model …,https://www.researchgate.net/profile/Gordon-Wasilewski/publication/353267942_Energy_Dissipation_during_Surface_Interaction_of_an_Underactuated_Robot_for_Planetary_Exploration/links/60f03afa16f9f31300849d22/Energy-Dissipation-during-Surface-Interaction-of-an-Underactuated-Robot-for-Planetary-Exploration.pdf,"https://scholar.google.com/scholar?q=related:NlAB89sZEIEJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
4,"HT Tran, MQ Tran, QH Tran, ...",A computer vision system for power transmission line inspection robot,2021,… Conference on System …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9538440/,"https://scholar.google.com/scholar?cites=2476405688541811458&as_sdt=2005&sciodt=0,5&hl=en",80,2025-03-27 20:22:38,,,,,,,,,4,1,1,4,4,… by using linear regression technique so that the robot can determine the exact time to overcome … the robot in real life. Inspection robots with this system will make the inspection of power …,,"https://scholar.google.com/scholar?q=related:ApNKadr1XSIJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"О Єфімов, В Каверцев, Т Потаніна, ...","METHODS AND APPROACHES TO SIMULATION, DIAGNOSTICS, FORECASTING EQUIPMENT STATE AND OPTIMIZATION OF ROBOT MODES OF NPP POWER …",2021,… у наукових роботах …,idnrs.khpi.edu.ua,http://idnrs.khpi.edu.ua/article/view/238936,,81,2025-03-27 20:22:38,,,,,,,,,0,0,0,4,4,"… the fact that these power units are the basis of the nuclear power industry in Ukraine: out of 15 installed NPP power units with a total capacity of 13,845 MW, 13 are NPP power units with …",http://idnrs.khpi.edu.ua/article/download/238936/248718,"https://scholar.google.com/scholar?q=related:xRfWqTca6X4J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,T Ntsinyi,An Energy Efficient Electro-Hydraulic Control System For A Collaborative Humanoid Robot,2021,,ir.cut.ac.za,http://ir.cut.ac.za/handle/11462/2507,,82,2025-03-27 20:22:38,,,,,,,,,0,0,0,1,4,"… As mentioned previously, the approach taken in this research focusses mainly on creating a software platform that can be used on existing industrial robots to convert them to …","http://ir.cut.ac.za/bitstream/handle/11462/2507/Ntsinyi,%20Teboho.pdf?sequence=1","https://scholar.google.com/scholar?q=related:pnH6BEKls6kJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
6,"L Li, Z Xie, X Luo, J Li",Effects of torso pitch motion on energy efficiency of biped robot walking,2021,Applied Sciences,mdpi.com,https://www.mdpi.com/2076-3417/11/5/2342,"https://scholar.google.com/scholar?cites=10725398632567971901&as_sdt=2005&sciodt=0,5&hl=en",83,2025-03-27 20:22:38,HTML,,,,,,,,6,1.5,2,4,4,… on energy efficiency of biped robots. We define the cyclic gait of a five-link biped robot with … chosen to minimize the energy consumption per unit distance of the biped robot. Under this …,https://www.mdpi.com/2076-3417/11/5/2342,"https://scholar.google.com/scholar?q=related:PaCsEDtF2JQJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
5,"Y Sun, Z Hua, Y Li, C Hui, X Li, ...",Modeling and analysis on low energy consumption foot trajectory for hydraulic actuated quadruped robot,2021,International Journal of …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/17298814211062006,"https://scholar.google.com/scholar?cites=15242246956102818444&as_sdt=2005&sciodt=0,5&hl=en",84,2025-03-27 20:22:38,,10.1177/17298814211062006,,,,,,,5,1.25,1,6,4,"… not only can reduce the consumed energy against angular inertia but also can improve … robot feet and reduce energy consumption during contact impact. However, the quadruped robot …",https://journals.sagepub.com/doi/full/10.1177/17298814211062006,"https://scholar.google.com/scholar?q=related:jJpJhdlWh9MJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"JPMJP Barreto, CF Rodriguez¹",Energy Optimization of a Parallel Robot in Pick,2021,Multibody Mechatronic Systems …,books.google.com,https://books.google.com/books?hl=en&lr=&id=uzhIEAAAQBAJ&oi=fnd&pg=PA191&dq=robot+power%7Cgreen%7Cenergy%7Cbattery+software&ots=atsEzouOvT&sig=CqLEOF-WqS3jrA0tSh6b6ungNYQ,,85,2025-03-27 20:22:38,,,,,,,,,0,0,0,2,4,"… robot with two degrees of freedom actuated by two rotational servomotors at the ground joints. The control system is composed of commercial devices and software … of the robot, while …",,"https://scholar.google.com/scholar?q=related:sfUbSBzfJj8J:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,"D Zeng, L Sun, X Chen, Y Li, M Zhu, ...",A Human-Computer Interaction Scheme of Lower-Limb Power-Assist Flexible Robot,2021,2021 IEEE International …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9517694/,"https://scholar.google.com/scholar?cites=2459002334302350085&as_sdt=2005&sciodt=0,5&hl=en",86,2025-03-27 20:22:38,,,,,,,,,1,0.25,0,6,4,Wearable flexible walking assist robot can be used to improve the walking state of the senior citizens. This paper proposes to develop an intelligent wearable flexible walking assist robot…,,"https://scholar.google.com/scholar?q=related:BavyPZghICIJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
4,DN Ray,Slim and expandable header inspection robot for remote visual inspection of boiler headers in thermal power plants,2021,Proceedings of the 2021 5th International Conference …,dl.acm.org,https://dl.acm.org/doi/abs/10.1145/3478586.3478612,"https://scholar.google.com/scholar?cites=9838556314909365367&as_sdt=2005&sciodt=0,5&hl=en",87,2025-03-27 20:22:38,,10.1145/3478586.3478612,,,,,,,4,1,4,1,4,"… designed and developed to supply power and generate command signal. … robot and used for the PCU itself. A switch, fuse and a Voltmeter-cum-Ammeter are associated with the power …",,"https://scholar.google.com/scholar?q=related:d1TZbNeSiYgJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,L Shongwe,Brachiating power line inspection robot: controller design and implementation,2021,,open.uct.ac.za,https://open.uct.ac.za/handle/11427/34012,,88,2025-03-27 20:22:38,,,,,,,,,0,0,0,1,4,"… In 2014, estimates showed that the global electric power transmission network consisted of … Power Line Inspection Robot (BPLIR) with wheels [73] is a transmission line inspection robot. …",https://open.uct.ac.za/bitstreams/061a4f2e-26aa-46da-b21c-39f67cdd8340/download,"https://scholar.google.com/scholar?q=related:lO0qDtEiTzwJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
3,"SF Roberts, DE Koditschek",Virtual energy management for physical energy savings in a legged robot hopping on granular media,2021,Frontiers in Robotics and AI,frontiersin.org,https://www.frontiersin.org/articles/10.3389/frobt.2021.740927/full,"https://scholar.google.com/scholar?cites=9957510408504568157&as_sdt=2005&sciodt=0,5&hl=en",89,2025-03-27 20:22:38,HTML,10.3389/frobt.2021.740927,,,,,,,3,0.75,2,2,4,"… In these simulations, we estimated the energy consumption of the robot as it jumped on granular … Measurements using the Minitaur hardware and software are currently conducted with a …",https://www.frontiersin.org/articles/10.3389/frobt.2021.740927/full,"https://scholar.google.com/scholar?q=related:XWkrmvUuMIoJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
5,"M Rajesh, SR Nagaraja",An energy-efficient communication scheme for multi-robot coordination deployed for search and rescue operations,2021,… and Intelligent Systems: Proceedings of ICCIS …,Springer,https://link.springer.com/chapter/10.1007/978-981-16-1089-9_16,"https://scholar.google.com/scholar?cites=3229759938428601025&as_sdt=2005&sciodt=0,5&hl=en",90,2025-03-27 20:22:38,,10.1007/978-981-16-1089-9_16,,,,,,,5,1.25,3,2,4,… of multi-robot systems is the battery life of the robots. Efficient use of the battery power is the … In: 3rd International conference on communication systems software and middleware and …,https://www.academia.edu/download/104437575/2.A_Comprehensive_Overview_of_Quality.pdf#page=213,"https://scholar.google.com/scholar?q=related:wQLTT41p0iwJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,"OV Yefimov, VL Kavertsev, TV Potanina, TA Harkusha, ...","Methods and approaches to simulation, diagnostics, forecasting equipment state and optimization of robot modes of NPP power units",2021,,repository.kpi.kharkov.ua,https://repository.kpi.kharkov.ua/items/8f654b44-e50e-4eb9-9a9c-ca16480a0c2e,"https://scholar.google.com/scholar?cites=16537131022978200796&as_sdt=2005&sciodt=0,5&hl=en",91,2025-03-27 20:22:38,,,,,,,,,1,0.25,0,5,4,"… Nuclear power plants are the basis of energy in many … , safety and efficiency of NPP power equipment have already been … During the operation of power equipment, especially during its …",,"https://scholar.google.com/scholar?q=related:3DS1RAyxf-UJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
5,"B Zhou, Q Fei",Hybrid self-adaptive biobjective optimization of multiple robot scheduling problem for mixed-model assembly lines considering energy savings,2021,Proceedings of the Institution of Mechanical …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/0959651820965443,"https://scholar.google.com/scholar?cites=4711648298853989595&as_sdt=2005&sciodt=0,5&hl=en",93,2025-03-27 20:22:38,,10.1177/0959651820965443,,,,,,,5,1.25,3,2,4,"… Motivated by this context, this article proposes a multiple mobile robot scheduling problem (… the energy consumption of robots into account as well. According to statistics, the energy …",,"https://scholar.google.com/scholar?q=related:2_zDFyojY0EJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
1,"J Hwang, SJH You, WJ Choi, C Yi","Effects of Robot-assisted Gait With Body Weight Support on Torque, Work, and Power of Quadriceps and Hamstring Muscles in Healthy Subjects",2021,Physical Therapy Korea,ptkorea.org,https://www.ptkorea.org/journal/view.html?uid=977&vmd=Full,"https://scholar.google.com/scholar?cites=609857124498111844&as_sdt=2005&sciodt=0,5&hl=en",94,2025-03-27 20:22:38,HTML,,,,,,,,1,0.25,0,4,4,"… Objects: The purpose of this study was to investigate the effects of torque, work, and power … used to measure the isokinetic torque, work, and power of them. After RAGT trials of each of …",https://www.ptkorea.org/journal/view.html?uid=977&vmd=Full,"https://scholar.google.com/scholar?q=related:ZH1z1dKldggJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
0,"EA Hasan, N Kurdi",The Electric Power Transmission Lines Technician Robot,2021,,repository.najah.edu,https://repository.najah.edu/items/2678c6a7-f439-4c60-8060-4937172130f2,,95,2025-03-27 20:22:38,,,,,,,,,0,0,0,2,4,… is a mechanism that helps and supports the power transmission line technical department. This robot is designed to climb a utility pole to reach the required point and perform the …,,"https://scholar.google.com/scholar?q=related:tpHl2PVx_6QJ:scholar.google.com/&scioq=intitle:robot+intitle:power%7Cintitle:green%7Cintitle:energy%7Cintitle:battery+software&hl=en&as_sdt=0,5&as_ylo=2021&as_yhi=2021&as_vis=1"
